,VIX,T-Bill_13W_Yield,10Y_Treasury_Yield,Credit_Spread
2018-01-01,16.75338816313727,1.0137927498622703,2.3005983129292105,1.2868055630669402
2018-01-02,22.121129106307464,0.921701671034845,1.9251296454572233,1.0034279744223782
2018-01-03,21.06350904635224,1.0459788600739013,3.093455907789172,2.0474770477152706
2018-01-04,22.41202215358141,0.8876132215520139,2.3157052750136238,1.4280920534616097
2018-01-05,26.17914223840532,0.6073335226161285,2.6112764115083897,2.0039428888922615
2018-01-08,20.800618800054018,1.0305731876444406,2.436596036275378,1.4060228486309374
2018-01-09,17.744154717914935,0.8180785999033539,2.5720782127446404,1.7539996128412865
2018-01-10,12.195463226435413,1.1570336229957863,2.0990064372936805,0.9419728142978943
2018-01-11,19.59786764134091,1.155580531382814,2.7849515708755455,1.6293710394927314
2018-01-12,26.975503121060505,0.9875094678765476,2.7889412554358546,1.801431787559307
2018-01-15,12.445680359549641,1.0298635001660028,2.7021856195649705,1.6723221193989677
2018-01-16,24.23807952337815,1.0858856483975683,2.297123510068528,1.2112378616709596
2018-01-17,28.867149734314438,0.9342326270495055,2.935775053219482,2.001542426169977
2018-01-18,21.06223219341332,0.8600695586291918,2.5649638208533467,1.704894262224155
2018-01-19,23.38506858132531,1.243888805399598,2.868614611188605,1.624725805789007
2018-01-22,29.901248731343557,1.2562025693747438,2.1854743362236024,0.9292717668488586
2018-01-23,24.6247386938978,0.48061672226977936,2.658077612471821,2.1774608902020414
2018-01-24,26.243765840653708,1.180872706544812,2.5566274614065847,1.3757547548617728
2018-01-25,30.611448532989577,0.8462888803759092,2.419047735903755,1.572758855527846
2018-01-26,31.219941306493993,1.1992949479984372,2.489577795232331,1.2902828472338936
2018-01-29,23.518661960346368,1.1253029234158614,2.9106320468256994,1.785329123409838
2018-01-30,24.517981530847223,0.9450456627392922,2.3184647599204116,1.3734190971811193
2018-01-31,28.359696713130152,1.060960568473606,2.5694822378189492,1.5085216693453432
2018-02-01,19.377292246914152,0.8225988922302238,2.971100250666265,2.1485013584360413
2018-02-02,17.502376999918113,1.169394813760406,2.847022961787612,1.6776281480272062
2018-02-05,24.804195069935922,1.0722587714850187,2.085161289823294,1.0129025183382754
2018-02-06,24.812074794145186,0.9752709223627557,2.5765654043268698,1.6012944819641142
2018-02-07,24.464250985007915,1.1452838723940248,2.514885120808214,1.3696012484141893
2018-02-08,12.507613699586727,0.9309207962370073,2.5185970515275393,1.587676255290532
2018-02-09,26.635859092956387,1.1538697862539014,2.526586786175122,1.3727169999212205
2018-02-12,28.90895206249526,0.8908223650685512,2.3645029399511843,1.4736805748826332
2018-02-13,17.569603618973925,1.2745926289967737,2.2332561168490566,0.9586634878522828
2018-02-14,12.684628461371,1.0496239515899601,2.079662197440686,1.0300382458507258
2018-02-15,18.172600248534934,1.1075169905431175,2.8059149153841494,1.698397924841032
2018-02-16,20.531607434877067,0.9400762606325668,2.6965343967688207,1.756458136136254
2018-02-19,17.91199142009539,1.1179935311823004,2.5079906318854994,1.389997100703199
2018-02-20,25.00389211052894,1.3201554582588433,2.9118750596666523,1.591719601407809
2018-02-21,16.0451738881674,0.8283609364210497,2.4126322110284057,1.5842712746073562
2018-02-22,22.77930769897145,0.9379997241118708,2.440339142443969,1.502339418332098
2018-02-23,19.334199521849445,0.9270174323266627,1.9644501767280873,1.0374327444014246
2018-02-26,29.693994309761877,0.8803075116764982,2.5317243116873853,1.651416800010887
2018-02-27,14.96568367128143,0.8288509421131077,2.5430034507992643,1.7141525086861567
2018-02-28,22.45817882070639,0.9564045511180225,2.8913023825929973,1.934897831474975
2018-03-01,17.323807002163953,0.9702150026566316,3.066770888750711,2.0965558860940794
2018-03-02,12.768192050937179,1.2375987389353709,2.938797642180403,1.7011989032450323
2018-03-05,20.17004428984339,0.7178152462187692,2.897621818259582,2.1798065720408126
2018-03-06,28.137175120307205,1.1588294394819334,2.7073176339988847,1.5484881945169513
2018-03-07,23.74342537788356,0.8024103331937653,2.1721324623376197,1.3697221291438544
2018-03-08,22.172249022155626,0.8464172258948547,2.5535700604058658,1.7071528345110112
2018-03-09,4.164737483720975,0.8749563861577663,2.3726969029981504,1.4977405168403841
2018-03-12,14.249089040289647,0.7415208284617265,2.3474154271930248,1.6058945987312983
2018-03-13,14.794929698673885,1.0924573580084687,2.7396875397085996,1.647230181700131
2018-03-14,23.65311872077583,0.7555469435009258,2.325619455600417,1.5700725120994914
2018-03-15,13.807771155111364,1.4667856789737905,2.317495167414203,0.8507094884404125
2018-03-16,18.874016323669633,0.9901459427666811,2.166237161361247,1.176091218594566
2018-03-19,19.003854106450795,0.8623326190107965,2.9326843005885124,2.0703516815777157
2018-03-20,12.352913228941357,1.3254808591457725,2.6748580531999164,1.349377194054144
2018-03-21,23.817471448813,1.2354763022929887,2.5209785250817256,1.285502222788737
2018-03-22,23.305152778972786,1.0824090855686708,2.1484760854846563,1.0660669999159855
2018-03-23,26.141681356527435,0.9753689585639987,3.1438445495969534,2.1684755910329545
2018-03-26,16.034209058147344,1.0991820883841688,2.654355244918062,1.5551731565338933
2018-03-27,20.586667087171655,0.9946304423068381,2.1819287267255745,1.1872982844187363
2018-03-28,20.604505558913473,1.0039740168194948,2.1224158333766523,1.1184418165571575
2018-03-29,8.807938754436869,0.7742335428077584,2.714505529707512,1.9402719868997536
2018-03-30,17.478473212758413,0.9495965809528017,2.333968852971256,1.3843722720184541
